"LOCALITY_ID","LOCALITY","Number_of_checklists","LATITUDE","LONGITUDE","city_country","lon","lat","Country","Urban_area","LOCALITY_TYPE","distance.km"
"L1544161","Central Park--The Lake",444,40.7765867,-73.9722392000003,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",7.63564860738058
"L1550553","Calgary--North Glenmore Park",341,50.9856366000002,-114.121240100001,"Calgary, Canada",-114.0708459,51.0486151,"Canada","Calgary","H",7.84811463114236
"L157178","Fort Harrison SP",537,39.8716060000003,-86.0251808000006,"Indianapolis, United States",-86.158068,39.768403,"United States","Indianapolis","H",16.1477583125619
"L157179","Eagle Creek Park",1482,39.8750999999991,-86.3037000000012,"Indianapolis, United States",-86.158068,39.768403,"United States","Indianapolis","H",17.1989504900124
"L159604","Smith and Bybee Lakes Wetlands Natural Area",943,45.6203000000001,-122.745599999998,"Portland, United States",-122.6764815,45.5230622,"United States","Portland","H",12.0791959124932
"L160294","Clark County Wetlands Park",580,36.1006946999999,-115.022462000001,"Las Vegas, United States",-115.1398296,36.1699412,"United States","Las Vegas","H",13.0629705238498
"L160490","San Antonio--Brackenridge Park (Avenue A)",688,29.4561119999999,-98.4761100000015,"San Antonio, United States",-98.4936282,29.4241219,"United States","San Antonio","H",3.93219508692565
"L160563","Mitchell Lake Audubon Center (HOTE 103)",2966,29.3040461000004,-98.4919047000003,"San Antonio, United States",-98.4936282,29.4241219,"United States","San Antonio","H",13.3104693118694
"L160720","Palmyra Cove Nature Park",1369,40.0024449999988,-75.0454560000025,"Philadelphia, United States",-75.1652215,39.9525839,"United States","Philadelphia","H",11.6325169037388
"L160935","Ballona Freshwater Marsh",1648,33.9701284999991,-118.430557299997,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",19.5171065823048
"L161083","MLK Jr. Regional Shoreline--Arrowhead Marsh",1065,37.7421628000005,-122.211227399998,"San Francisco, United States",-122.4194155,37.7749295,"United States","San Francisco","H",18.7024727158488
"L161173","Calgary--South Glenmore Park",365,50.9744449999999,-114.121544000001,"Calgary, Canada",-114.0708459,51.0486151,"Canada","Calgary","H",8.98574174194298
"L161180","Montrose Point, Lincoln Park, Chicago",6324,41.9633832999975,-87.6344204000087,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",9.47881255750449
"L161199","Calgary--Inglewood Bird Sanctuary",1254,51.0303540000008,-114.009919999999,"Calgary, Canada",-114.0708459,51.0486151,"Canada","Calgary","H",4.73155037611293
"L1620006","Wychwood Park",532,43.6780440000002,-79.4197239999996,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",4.035948697094
"L162766","Union Bay Natural Area (Montlake Fill)",2272,47.6542400000024,-122.291369999997,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",6.15424427362175
"L163354","Green Lake",1106,47.6817969999993,-122.339529999998,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",8.42274258447
"L163665","San Antonio Botanical Garden",1104,29.4601112999997,-98.4572897000024,"San Antonio, United States",-98.4936282,29.4241219,"United States","San Antonio","H",5.32385793854588
"L164543","North Vancouver--Maplewood Conservation Area",2047,49.3058429999985,-123.000339999999,"Vancouver, Canada",-123.1207375,49.2827291,"Canada","Vancouver","H",9.12716090283787
"L164552","Blendon Woods Metro Park",2478,40.0730853999995,-82.8726196000039,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",16.4449305144726
"L164553","Green Lawn Cemetery, Columbus",750,39.9400979999994,-83.0327099999996,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",3.72520070449245
"L164725","Lincoln Park, Chicago--Jarvis Bird Sanctuary",976,41.9489939999992,-87.6407000000022,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",7.92458170690153
"L164930","Ile des Soeurs",268,45.4617108999998,-73.5463858000002,"Montreal, Canada",-73.567256,45.5016889,"Canada","Montreal","H",4.73333943545951
"L165056","Jardin botanique de Montréal (accès restreint)",1153,45.5596561999993,-73.5626078000006,"Montreal, Canada",-73.567256,45.5016889,"Canada","Montreal","H",6.45283396158146
"L165143","Jamaica Bay Wildlife Refuge",1629,40.6170295999987,-73.8244561000019,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",18.6702026474636
"L165740","Washington Park Arboretum, Seattle",525,47.6370819000003,-122.295740000001,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",4.38635497375082
"L1658613","Parc de l'Île Charron",406,45.5795290999998,-73.4890992,"Montreal, Canada",-73.567256,45.5016889,"Canada","Montreal","H",10.5880520888586
"L166295","Shaker Lakes--Nature Center",285,41.4846304999998,-81.5746021000003,"Cleveland, United States",-81.6943605,41.49932,"United States","Cleveland","H",10.1328032502368
"L1664748","National Centre for Biological Sciences, GKVK Campus",399,13.0713427,77.5798160999993,"Bangalore, India",77.5945627,12.9715987,"India","Bangalore","H",11.1500881757652
"L167923","Bluff Lake Nature Center",604,39.759744,-104.8595881,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",11.4276268747823
"L167924","Rocky Mountain Arsenal NWR",1212,39.8226444999989,-104.8691368,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",13.9072933257251
"L168559","Provo Airport Dike",653,40.2208859999994,-111.712290000001,"Provo, United States",-111.6585337,40.2338438,"United States","Provo","H",4.79610563508003
"L169814","Dead Horse Point",269,40.5795940000001,-73.8946600000003,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",17.5313976105319
"L1743685","Belmar Park",1013,39.7044793,-105.085773500002,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",9.05364272686441
"L1744260","Ottawa--Stony Swamp (Sarsaparilla Trail)",274,45.3035579000002,-75.8323956999997,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",16.8556526047347
"L1758107","Water Works Park",620,41.5647252999998,-93.6672927000016,"Des Moines, United States",-93.6091064,41.6005448,"United States","Des Moines","H",6.27457118515427
"L1762713","Sedgefield Park",287,35.1985851000001,-80.8580240000001,"Charlotte, United States",-80.8431267,35.2270869,"United States","Charlotte","H",3.44076319801831
"L1763593","Eagle Creek Park--Ornithology Center (this location only)",366,39.8738549999998,-86.2968183000004,"Indianapolis, United States",-86.158068,39.768403,"United States","Indianapolis","H",16.6794855695116
"L1773406","Bear Creek Greenbelt from S. Kipling Pkwy to S. Wadsworth Blvd",357,39.6662648000001,-105.090438899999,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",11.8097486969632
"L1778306","Valle de Oro NWR",1512,34.9789826999991,-106.675449200003,"Albuquerque, United States",-106.6055534,35.0853336,"United States","Albuquerque","H",13.4123104230554
"L1788977","Sandy Camp Road Wetlands",791,-27.4345099999995,153.148448399999,"Brisbane, Australia",153.0251235,-27.4697707,"Australia","Brisbane","H",12.8020930232045
"L1793719","Schmidt's Woods",276,40.8002448999998,-74.0497180999995,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",10.3922133727436
"L1795397","Ottawa--Britannia Conservation Area (Mud Lake)",674,45.3717546000005,-75.7948727999993,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",9.43932607054915
"L1797346","Hoover Reservoir (Franklin Co.)",388,40.1125747000002,-82.8816517000005,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",19.559026047749
"L1802495","Maumee Bay SP--Campground",263,41.6840075,-83.3952447,"Toledo, United States",-83.555212,41.6639383,"United States","Toledo","H",13.5060546074463
"L1803035","Jackson Park, Chicago--Inner/Outer Harbors",581,41.7759989000003,-87.5751830000007,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",12.2157156109992
"L1804663","Disposal Rd.",505,40.789933,-74.1129144000004,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",12.4503680960816
"L1808269","Austin--Circle Acres",261,30.2414336000001,-97.6969823,"Austin, United States",-97.7430608,30.267153,"United States","Austin","H",5.27205105566332
"L1826362","RNL Estuário do Douro--área geral",333,41.1367384000001,-8.66247710000003,"Porto, Portugal",-8.6291053,41.1579438,"Portugal","Porto","H",3.65982685226903
"L1834087","Jackson Park, Chicago--Jackson Park Golf Course",382,41.7756293999996,-87.5832726000006,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",12.0212216211926
"L1857862","Perdue Pond Wildlife Area",486,30.4753134000001,-81.6148526999997,"Jacksonville, United States",-81.655651,30.3321838,"United States","Jacksonville","H",16.3443961610071
"L1860797","United American Cemetery",307,39.1664833,-84.4136973999996,"Cincinnati, United States",-84.5120196,39.1031182,"United States","Cincinnati","H",11.0342869329572
"L1864984","Eliza Howell Park",346,42.3916496999996,-83.2697544000002,"Detroit, United States",-83.0457538,42.331427,"United States","Detroit","H",19.6283055989145
"L1871151","Tres Rios Overbank Wetlands (permit required)",981,33.3894020000005,-112.259765299998,"Phoenix, United States",-112.0740373,33.4483771,"United States","Phoenix","H",18.4713255277754
"L1877656","Pinecraft Park",1193,27.3189745999996,-82.5037765000013,"Sarasota, United States",-82.5306527,27.3364347,"United States","Sarasota","H",3.2890448404907
"L1887640","Dairy Mart Rd.--south pond (aka ""stick pond"")",322,32.5517127999999,-117.063415199999,"Tijuana, Mexico",-117.0382471,32.5149469,"Mexico","Tijuana","H",4.71313747627376
"L1889331","Camino al Parque Natural La Estanzuela",332,25.5655468000002,-100.258022599999,"Monterrey, Mexico",-100.3161126,25.6866142,"Mexico","Monterrey","H",14.6260753692671
"L189035","Liberty SP",1602,40.7025697999998,-74.0493535999995,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",3.83992877201282
"L189097","FortWhyte Alive",573,49.8201999999993,-97.2249999999991,"Winnipeg, Canada",-97.1383744,49.895136,"Canada","Winnipeg","H",10.4053002990435
"L1895139","Delta Park West--Columbia Slough Trail",258,45.5952502,-122.7029564,"Portland, United States",-122.6764815,45.5230622,"United States","Portland","H",8.28516628099453
"L1896576","Dowse Lagoon (Sandgate)",766,-27.3159014999997,153.062258999999,"Brisbane, Australia",153.0251235,-27.4697707,"Australia","Brisbane","H",17.4413385817435
"L1901783","Clement Park and Johnson Reservoir",293,39.6063312000001,-105.082820299999,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",16.7579011470909
"L1902982","Brooklyn Bridge Park",766,40.7017014999993,-73.9962660000003,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",1.47750837035403
"L190706","Frick Park",580,40.4307000000005,-79.9133999999997,"Pittsburgh, United States",-79.9958864,40.4406248,"United States","Pittsburgh","H",7.08510124706901
"L191106","Central Park",6405,40.7715481999968,-73.9724819000074,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",7.11138480482562
"L191107","Central Park--Reservoir",1237,40.7860030000006,-73.9619600000005,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",8.93915707651784
"L1912153","Rue Higgins, Châteauguay",375,45.3952869999997,-73.7490810000007,"Montreal, Canada",-73.567256,45.5016889,"Canada","Montreal","H",18.4977580097006
"L1914672","terrenos envolventes de Caneças",292,38.8204762,-9.22324780000005,"Lisbon, Portugal",-9.1393366,38.7222524,"Portugal","Lisbon","H",13.1176526087454
"L1918109","Maria B. Greenwald/Pennypacker Park",253,39.9064443000001,-75.0263642999999,"Philadelphia, United States",-75.1652215,39.9525839,"United States","Philadelphia","H",12.9281089131015
"L1929879","South Platte Park--South Platte Reservoir (Arapahoe Co)",703,39.5718387999995,-105.048426399999,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",19.2446699188601
"L1933730","Resurrection Cemetery, Toledo",725,41.6353797000003,-83.6821209999995,"Toledo, United States",-83.555212,41.6639383,"United States","Toledo","H",11.037562146709
"L1955544","Canara Bank Layout",1007,13.0689753000002,77.5780462999986,"Bangalore, India",77.5945627,12.9715987,"India","Bangalore","H",10.9208044765318
"L195645","Seward Park",258,47.5538089000001,-122.2501301,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",8.48181712008856
"L196159","Vancouver--Trout Lake (John Hendry Park)",1294,49.2559580000011,-123.062325000003,"Vancouver, Canada",-123.1207375,49.2827291,"Canada","Vancouver","H",5.18999436161129
"L196306","Rio Grande Nature Center SP",1889,35.1299999999989,-106.682999999998,"Albuquerque, United States",-106.6055534,35.0853336,"United States","Albuquerque","H",8.62608236843706
"L1967999","Curzon Road, Dalanwala, Dehradun",321,30.3122598000001,78.0516011,"Dehradun, India",78.0321918,30.3164945,"India","Dehradun","H",1.92492230726779
"L198791","Hahamongna Watershed Park (formerly Oak Grove Park)",1666,34.193398900001,-118.175833199997,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",16.8633736560018
"L1990251","Pleasure House Point Natural Area",1474,36.9032260000005,-76.0994303000011,"Virginia Beach, United States",-75.977985,36.8529263,"United States","Virginia Beach","H",12.1815059868435
"L200506","Effie Yeaw Nature Center",441,38.6173314999998,-121.311807600001,"Sacramento, United States",-121.4943996,38.5815719,"United States","Sacramento","H",16.3939308534446
"L200627","Horseshoe Lake State Park",979,38.7039503000002,-90.072439800001,"St. Louis, United States",-90.1994042,38.6270025,"United States","St. Louis","H",13.9666799595762
"L200830","A. D. Barnes Park",1525,25.7340827000005,-80.3108552000018,"Miami, United States",-80.1917902,25.7616798,"United States","Miami","H",12.3308725766014
"L2025478","<U+53F0><U+5317><U+83EF><U+6C5F>IBA--<U+83EF><U+6C5F><U+96C1><U+9D28><U+516C><U+5712>(<U+83EF><U+6C5F><U+6A4B><U+81F3><U+4E2D><U+8208><U+6A4B>)(Huajiang IBA--Huajiang Wild Duck Nature Park (Huajiang to Zhongxing Bridge))",412,25.0385603000001,121.491107900001,"Taipei, China: Taiwan",121.5654177,25.0329694,"China: Taiwan","Taipei","H",7.52493725888641
"L2034608","Great Miami Wetland Mitigation Bank",570,39.7776718999997,-84.3374062000002,"Dayton, United States",-84.1916069,39.7589478,"United States","Dayton","H",12.6641440797851
"L2036486","Unity Island (aka Squaw Is.)--North End",262,42.9321075000001,-78.9062976999997,"Buffalo, United States",-78.8783689,42.8864468,"United States","Buffalo","H",5.56162840643256
"L2036586","Pointe de Maizerets",1077,46.8390880000005,-71.1960840000004,"Quebec, Canada",-71.2079809,46.8138783,"Canada","Quebec","H",2.94584737635509
"L2041660","Karkarook Park",973,-37.9423192,145.081093300001,"Melbourne, Australia",144.9630576,-37.8136276,"Australia","Melbourne","H",17.6598779331303
"L2057479","Montrose Harbor, Chicago",494,41.9614366999997,-87.6386045999996,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",9.28362811721849
"L207180","Dutch Gap Conservation Area/Henricus Historical Park",753,37.3745950999993,-77.362895600001,"Richmond, United States",-77.4360481,37.5407246,"United States","Richmond","H",19.5410415666771
"L207348","Belle Isle Marsh Reservation",959,42.3910639,-70.9930194999995,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",6.42398110128415
"L207370","Fresh Pond",1311,42.3830000000011,-71.149999999999,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",7.92525829805114
"L207381","Longmeadow Flats",256,42.0450000000001,-72.6000000000001,"Springfield, United States",-72.589811,42.1014831,"United States","Springfield","H",6.33025254328635
"L207382","Lynnfield Marsh--IBA",626,42.5279999999995,-71.0509999999996,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",18.6638605671493
"L207386","Middlesex Fells Reservation",399,42.4521798999998,-71.1098195000005,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",11.0563822110818
"L207391","Mt. Auburn Cemetery",3625,42.3710000000014,-71.1460000000023,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",7.27823721079576
"L207424","Boston Nature Center Wildlife Sanctuary",298,42.2883500000002,-71.0999100000005,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",8.65606875042377
"L207425","Broad Meadow Brook Wildlife Sanctuary",321,42.2315699999999,-71.7659099999996,"Worcester, United States",-71.8022934,42.2625932,"United States","Worcester","H",4.57068097006086
"L2076736","Tommy Thompson Park--Wet Woods",447,43.6498640000002,-79.3231773000005,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",4.85540120318026
"L207674","Amherst SP (formerly Glen Park)",540,42.9703531000002,-78.7483285999994,"Buffalo, United States",-78.8783689,42.8864468,"United States","Buffalo","H",14.1274033603987
"L207765","Tifft Nature Preserve",1121,42.8462509,-78.8594553000002,"Buffalo, United States",-78.8783689,42.8864468,"United States","Buffalo","H",4.72528323799815
"L208146","Mission Trails Regional Park--northeast region",463,32.8402394000003,-117.043348300001,"San Diego, United States",-117.1610838,32.715738,"United States","San Diego","H",17.6721994550745
"L2083060","Baie, Beauport",409,46.8525788000003,-71.1809293000004,"Quebec, Canada",-71.2079809,46.8138783,"Canada","Quebec","H",4.77165290044886
"L208659","Hiram M. Chittenden Ballard Locks",271,47.6653578999999,-122.3974647,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",8.20963554284894
"L208678","Vischer Ferry Nature & Historic Preserve",507,42.7860030999996,-73.802371500001,"Albany, United States",-73.7562317,42.6525793,"United States","Albany","H",15.295945318485
"L208734","Edith L. Moore Nature Sanctuary (UTC 094)",1362,29.7717944999997,-95.5695571999977,"Houston, United States",-95.3698028,29.7604267,"United States","Houston","H",19.3596448893092
"L208775","Port Credit--J. C. Saddington Park",427,43.5471294000001,-79.5821225000001,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",19.9240198555273
"L208776","Sharp's Ridge",760,36.0049121000003,-83.9397192999986,"Knoxville, United States",-83.9207392,35.9606384,"United States","Knoxville","H",5.20221452836695
"L208778","Mississauga--Lakefront Promenade Park",348,43.5648067999996,-79.5580168000005,"Toronto, Canada",-79.3831843,43.653226,"Canada","Toronto","H",17.1965953613779
"L208918","Sweetwater Wetlands",5214,32.2785490000006,-111.022494999998,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",11.0249652215421
"L208956","Schlitz Audubon Nature Center",3094,43.1756879000013,-87.8904210999966,"Milwaukee, United States",-87.9064736,43.0389025,"United States","Milwaukee","H",15.2522238938371
"L209342","Henderson Bird Viewing Preserve",1585,36.0749790999996,-115.002141600001,"Las Vegas, United States",-115.1398296,36.1699412,"United States","Las Vegas","H",16.2687603698508
"L2095268","Murphey Candler Park",492,33.9102079000003,-84.3223428999996,"Atlanta, United States",-84.3879824,33.7489954,"United States","Atlanta","H",18.8857275955639
"L209928","Boston Public Garden",834,42.3536409000006,-71.0705434999997,"Boston, United States",-71.0588801,42.3600825,"United States","Boston","H",1.19805057849527
"L210015","Desert Botanical Garden",1053,33.4618164999995,-111.943634900002,"Phoenix, United States",-112.0740373,33.4483771,"United States","Phoenix","H",12.214865519147
"L2106520","Calle al sur de El Tizatillo (transecto de 9 kms)",429,13.9757992000001,-87.1901608000001,"Tegucigalpa, Honduras",-87.192136,14.0722751,"Honduras","Tegucigalpa","H",10.6761786996991
"L2107980","DoubleTree Hotel Pond",324,38.7934296999998,-104.7983694,"Colorado Springs, United States",-104.8213634,38.8338816,"United States","Colorado Springs","H",4.91470169791948
"L211383","Ottawa--Britannia Conservation Area (Woods)",446,45.3718273000001,-75.7983907999996,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",9.65924680530244
"L211930","Cromwell Valley Park",2065,39.417000000001,-76.5470000000006,"Baltimore, United States",-76.6121893,39.2903848,"United States","Baltimore","H",15.1384957278579
"L212323","Lee Kay Ponds",1576,40.7397136,-112.043724099999,"Salt Lake City, United States",-111.8910474,40.7607793,"United States","Salt Lake City","H",13.1043397658077
"L213077","Forest Park",906,38.6389067999996,-90.2853806000003,"St. Louis, United States",-90.1994042,38.6270025,"United States","St. Louis","H",7.60189303905918
"L213239","Five Rivers EEC",1399,42.6099952000004,-73.8907677999994,"Albany, United States",-73.7562317,42.6525793,"United States","Albany","H",12.0067144678745
"L2132447","Huffman Prairie Flying Field",383,39.8065084999999,-84.0630591000006,"Dayton, United States",-84.1916069,39.7589478,"United States","Dayton","H",12.2126019505637
"L2133572","San Antonio--Denman Park",261,29.5098735000001,-98.5596799999996,"San Antonio, United States",-98.4936282,29.4241219,"United States","San Antonio","H",11.4626868986108
"L2135892","Westerly Creek Park",314,39.7559994999998,-104.8790717,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",9.70896764222274
"L214134","Pickerington Ponds",356,39.8866949000002,-82.8006076999993,"Columbus, United States",-82.9987942,39.9611755,"United States","Columbus","H",18.8532174186291
"L2142833","Acacia Reservation",260,41.5070347000001,-81.4910888999998,"Cleveland, United States",-81.6943605,41.49932,"United States","Cleveland","H",16.9931811620475
"L2161102","Loring Park",341,44.9694130999998,-93.2855129000009,"Minneapolis, United States",-93.2650108,44.977753,"United States","Minneapolis","H",1.86401685910853
"L2163488","Hills and Dales MetroPark",374,39.7147138,-84.1834258999996,"Dayton, United States",-84.1916069,39.7589478,"United States","Dayton","H",4.96109775150379
"L2168247","St. Armands Circle",295,27.3199321000001,-82.5768524000002,"Sarasota, United States",-82.5306527,27.3364347,"United States","Sarasota","H",4.92428015192183
"L2169184","Jardín Botánico del Instituto de Biología UNAM",296,19.3186821,-99.1934847999993,"Mexico City, Mexico",-99.133208,19.4326077,"Mexico","Mexico City","H",14.111683799169
"L2170004","River Barge Park",363,40.8076452000001,-74.0572888999996,"New York, United States",-74.0059413,40.7127837,"United States","New York","H",11.3916759703395
"L2180760","Private estate near Green Mubazzarah",335,24.1198809999998,55.7354909999998,"Al Ain, United Arab Emirates",55.8023118,24.1301619,"United Arab Emirates","Al Ain","H",6.88733669657999
"L219714","Pitt Street Causeway",999,32.7708558000006,-79.8628964000001,"Charleston, United States",-79.9310512,32.7764749,"United States","Charleston","H",6.41583263762594
"L2197371","CWA lagoon",257,26.4048773000001,-81.8964779000002,"Cape Coral, United States",-81.9495331,26.5628537,"United States","Cape Coral","H",18.2849523371714
"L2200229","Parc Brébeuf",270,45.4180539999999,-75.7431577,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",3.61827944675913
"L2200800","Baie Simard",264,45.385922,-75.7966704999999,"Ottawa, Canada",-75.6971931,45.4215296,"Canada","Ottawa","H",8.73597142713445
"L2205467","Pet Solitera bus stop, Belgrade",854,44.7595561000004,20.4731995000002,"Belgrade, Serbia",20.4489216,44.786568,"Serbia","Belgrade","H",3.56423811137822
"L2205485","Bajfordova šuma (Byford's Forest), Voždovac",289,44.7655969999998,20.4764128,"Belgrade, Serbia",20.4489216,44.786568,"Serbia","Belgrade","H",3.18842804743186
"L2205505","Naselje Banjica, Voždovac",385,44.7557667000001,20.4799532999998,"Belgrade, Serbia",20.4489216,44.786568,"Serbia","Belgrade","H",4.21310534588603
"L2205525","Ada Ciganlija--eastern side",265,44.7910945000002,20.4168034000001,"Belgrade, Serbia",20.4489216,44.786568,"Serbia","Belgrade","H",2.59100047400825
"L2205740","Lake Crabtree Nature Trail--Southport Entrance",283,35.8332876000002,-78.8107185000005,"Raleigh, United States",-78.6381787,35.7795897,"United States","Raleigh","H",16.6941547059368
"L2207343","Dorcolski kej--combined eastern and western part",312,44.8300469000001,20.4499984000001,"Belgrade, Serbia",20.4489216,44.786568,"Serbia","Belgrade","H",4.83247542720511
"L2217792","Cimetière de Laval/Mt. Pleasant",1590,45.6434271999992,-73.6591860000013,"Montreal, Canada",-73.567256,45.5016889,"Canada","Montreal","H",17.3105834845492
"L224081","Hawk Hill",398,37.8281456000003,-122.499141100001,"San Francisco, United States",-122.4194155,37.7749295,"United States","San Francisco","H",9.1753426618411
"L225489","CRNRA--Cochran Shoals Unit",841,33.9118817999996,-84.4485999000012,"Atlanta, United States",-84.3879824,33.7489954,"United States","Atlanta","H",18.918547866182
"L225811","American River Parkway--Ancil Hoffman Park",393,38.6151267999998,-121.309318500001,"Sacramento, United States",-121.4943996,38.5815719,"United States","Sacramento","H",16.54783058205
"L2261149","Lakefront Reservation--Edgewater Marina",267,41.4943549,-81.7276703999997,"Cleveland, United States",-81.6943605,41.49932,"United States","Cleveland","H",2.83552224844758
"L226555","Riverside Park (Urban Ecology Center)",640,43.0679668000003,-87.892685899999,"Milwaukee, United States",-87.9064736,43.0389025,"United States","Milwaukee","H",3.41867380213403
"L227274","Reid Park",1574,32.2102865999991,-110.923590699997,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",1.29924737310543
"L2281232","Lockheed",310,28.44427,-81.4633700000003,"Orlando, United States",-81.3792365,28.5383355,"United States","Orlando","H",13.2868698311739
"L2287993","Joe Creason Park",272,38.2104799999999,-85.7060799999999,"Louisville, United States",-85.7584557,38.2526647,"United States","Louisville","H",6.55404961565054
"L2295109","Lullwater Preserve (Emory President's Estate)",267,33.7981711000001,-84.3170105999998,"Atlanta, United States",-84.3879824,33.7489954,"United States","Atlanta","H",8.54222789492693
"L2296155","American River Parkway--Spanos Ct. access",552,38.5798652999997,-121.418532700001,"Sacramento, United States",-121.4943996,38.5815719,"United States","Sacramento","H",6.61340089638889
"L229841","Roger Road WRF (closed 2014)",333,32.2804254000001,-111.025605800001,"Tucson, United States",-110.926479,32.2217429,"United States","Tucson","H",11.3843605757315
"L230540","Bradford Beach/North Point",840,43.0584549999993,-87.8760850000011,"Milwaukee, United States",-87.9064736,43.0389025,"United States","Milwaukee","H",3.29372854575521
"L230931","Huntington Botanical Gardens",503,34.1288700999998,-118.114461999999,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",14.6451893464603
"L2314029","<U+53F0><U+5317>--<U+53F0><U+5317><U+690D><U+7269><U+5712>(Taipei--Taipei Botanical Garden)",327,25.0319890999999,121.509346999999,"Taipei, China: Taiwan",121.5654177,25.0329694,"China: Taiwan","Taipei","H",5.6598950999066
"L2322258","Colorado School of Mines",280,39.7500397000002,-105.222888,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",19.9756175048384
"L2323162","Carillon Historical Park",255,39.7319893000002,-84.2008602999997,"Dayton, United States",-84.1916069,39.7589478,"United States","Dayton","H",3.09648855940059
"L2323838","Sheffield Regional Park",280,30.4687129000001,-81.5630721999998,"Jacksonville, United States",-81.655651,30.3321838,"United States","Jacksonville","H",17.5565180606657
"L232479","Juanita Bay Park",942,47.6981685999999,-122.210187799999,"Seattle, United States",-122.3320708,47.6062095,"United States","Seattle","H",13.7251248760701
"L232994","Denver Botanic Gardens and Cheesman Park",507,39.7318118999999,-104.963550599999,"Denver, United States",-104.990251,39.7392358,"United States","Denver","H",2.43272104477708
"L2334657","Stanley Park--Lost Lagoon",699,49.2966815000002,-123.141202900001,"Vancouver, Canada",-123.1207375,49.2827291,"Canada","Vancouver","H",2.15042335776635
"L233548","Point La Jolla--seawatch",871,32.8509297999998,-117.273523199999,"San Diego, United States",-117.1610838,32.715738,"United States","San Diego","H",18.3231733978995
"L233664","Rocky River Park",268,41.4875392,-81.8464779999997,"Cleveland, United States",-81.6943605,41.49932,"United States","Cleveland","H",12.7697190237292
"L2340416","Lincoln Park, Chicago--Marovitz Golf Course",374,41.9572040999997,-87.6425958,"Chicago, United States",-87.6297982,41.8781136,"United States","Chicago","H",8.84863457105301
"L234146","Celery Fields",2293,27.3282172999988,-82.434024799996,"Sarasota, United States",-82.5306527,27.3364347,"United States","Sarasota","H",9.605692266884
"L2341719","Golden Gate Park--Big Rec Ball Fields",691,37.7681449999993,-122.465565199998,"San Francisco, United States",-122.4194155,37.7749295,"United States","San Francisco","H",4.13512734557473
"L2345696","Vina Vieja Park",536,34.1574452999997,-118.086335200001,"Los Angeles, United States",-118.2436849,34.0522342,"United States","Los Angeles","H",18.6278330533649
"L2347037","Kumbartcho Sanctuary",270,-27.3475453000001,152.9423583,"Brisbane, Australia",153.0251235,-27.4697707,"Australia","Brisbane","H",15.8249070250708
